AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
Region,Region 3,All,2017-18,12,7.1,6.6,6.5,36,342,"5,821",> 100%
Region,Region 3,All,2017-18,13,7,6.5,7.3,38,382,"5,777",> 100%
Region,Region 3,All,2017-18,14,6.9,6.4,6.2,28,323,"5,643",> 100%
Region,Region 3,All,2017-18,15,6.9,6.3,6.4,30,339,"5,807",> 100%
Region,Region 3,All,2017-18,16,6.8,6.3,6.6,24,350,"5,672",> 100%
Region,Region 3,All,2017-18,17,6.7,6.2,6,19,317,"5,628",> 100%
Region,Region 3,All,2017-18,18,6.6,6.1,6.4,17,334,"5,462",> 100%
Region,Region 3,All,2017-18,19,6.5,6,5.4,9,273,"5,223",97.3%
Region,Region 3,All,2017-18,20,6.4,5.8,5.1,5,256,"5,156",96%
Region,Region 3,All,2017-18,21,6.2,5.7,5.8,3,301,"5,250",97.8%
Region,Region 3,All,2017-18,22,6.1,5.6,5.4,3,279,"5,199",96.8%
Region,Region 3,All,2017-18,23,6,5.5,5.2,0,282,"5,456",> 100%
Region,Region 3,All,2017-18,24,5.9,5.4,5.1,1,271,"5,295",98.6%
Region,Region 3,All,2017-18,25,5.8,5.3,5.6,2,288,"5,147",95.9%
Region,Region 3,All,2017-18,26,5.7,5.2,5.3,0,279,"5,285",98.4%
Region,Region 3,All,2017-18,27,5.6,5.1,4.9,2,257,"5,308",98.9%
Region,Region 3,All,2017-18,28,5.6,5.1,4.8,0,252,"5,219",97.2%
Region,Region 3,All,2017-18,29,5.5,5,5.1,1,266,"5,239",97.6%
Region,Region 3,All,2017-18,30,5.4,4.9,4.9,2,250,"5,114",95.2%
Region,Region 3,All,2017-18,31,5.4,4.9,4.7,0,244,"5,189",96.6%
Region,Region 3,All,2017-18,32,5.4,4.9,4.7,0,244,"5,199",96.8%
Region,Region 3,All,2017-18,33,5.3,4.8,5.4,1,275,"5,128",95.5%
Region,Region 3,All,2017-18,34,5.3,4.8,5.2,0,268,"5,188",96.6%
Region,Region 3,All,2017-18,35,5.3,4.8,5,0,257,"5,180",96.5%
Region,Region 3,All,2017-18,36,5.3,4.8,4.6,1,239,"5,187",96.6%
Region,Region 3,All,2017-18,37,5.4,4.9,4.8,0,249,"5,204",96.9%
Region,Region 3,All,2017-18,38,5.4,4.9,4.6,0,246,"5,352",99.7%
Region,Region 3,All,2017-18,39,5.5,5,5,1,259,"5,223",97.3%
Region,Region 4,All,2017-18,40,5.9,5.6,5.6,3,667,"11,918",> 100%
Region,Region 4,All,2017-18,41,6,5.6,5.5,4,648,"11,835",> 100%
Region,Region 4,All,2017-18,42,6.1,5.7,5.9,6,689,"11,813",> 100%
Region,Region 4,All,2017-18,43,6.2,5.8,6.5,4,756,"11,781",> 100%
Region,Region 4,All,2017-18,44,6.3,5.9,6.3,9,762,"12,196",> 100%
Region,Region 4,All,2017-18,45,6.4,6,6.1,7,727,"12,006",> 100%
Region,Region 4,All,2017-18,46,6.5,6.1,6.2,12,737,"12,173",> 100%
Region,Region 4,All,2017-18,47,6.6,6.2,6.3,10,750,"12,068",> 100%
Region,Region 4,All,2017-18,48,6.7,6.3,6.4,13,777,"12,317",> 100%
Region,Region 4,All,2017-18,49,6.8,6.4,6.3,19,777,"12,577",> 100%
Region,Region 4,All,2017-18,50,6.9,6.5,6.8,27,861,"13,086",> 100%
Region,Region 4,All,2017-18,51,7,6.6,6.4,57,795,"13,300",> 100%
Region,Region 4,All,2017-18,52,7,6.7,7.8,100,934,"13,266",> 100%
Region,Region 4,All,2017-18,1,7.1,6.7,8.4,149,"1,045","14,284",> 100%
Region,Region 4,All,2017-18,2,7.2,6.8,9.2,231,"1,149","14,978",> 100%
Region,Region 4,All,2017-18,3,7.2,6.9,10.3,340,"1,165","14,615",> 100%
Region,Region 4,All,2017-18,4,7.3,6.9,10.3,325,"1,174","14,488",> 100%
Region,Region 4,All,2017-18,5,7.3,6.9,9.8,304,"1,075","14,098",> 100%
Region,Region 4,All,2017-18,6,7.3,6.9,9.7,323,"1,051","14,216",> 100%
Region,Region 4,All,2017-18,7,7.3,6.9,9.8,302,"1,026","13,602",> 100%
Region,Region 4,All,2017-18,8,7.3,6.9,8.4,170,901,"12,695",> 100%
Region,Region 4,All,2017-18,9,7.3,6.9,7.4,149,757,"12,275",> 100%
Region,Region 4,All,2017-18,10,7.2,6.9,6.8,68,784,"12,588",> 100%
Region,Region 4,All,2017-18,11,7.2,6.8,6.8,65,807,"12,815",> 100%
Region,Region 4,All,2017-18,12,7.1,6.8,6.7,44,776,"12,330",> 100%
Region,Region 4,All,2017-18,13,7.1,6.7,6.8,37,803,"12,358",> 100%
Region,Region 4,All,2017-18,14,7,6.6,6.6,39,776,"12,270",> 100%
Region,Region 4,All,2017-18,15,6.9,6.5,6.6,28,780,"12,280",> 100%
Region,Region 4,All,2017-18,16,6.8,6.4,6.1,23,714,"12,090",> 100%
Region,Region 4,All,2017-18,17,6.7,6.3,6,15,707,"12,021",> 100%
Region,Region 4,All,2017-18,18,6.6,6.2,5.7,12,672,"12,099",> 100%
Region,Region 4,All,2017-18,19,6.5,6.1,5.5,6,645,"11,888",> 100%
Region,Region 4,All,2017-18,20,6.4,6,5.7,7,661,"11,621",> 100%
Region,Region 4,All,2017-18,21,6.3,5.9,5.7,2,650,"11,498",99.9%
Region,Region 4,All,2017-18,22,6.2,5.8,5.7,7,662,"11,778",> 100%
Region,Region 4,All,2017-18,23,6.1,5.7,5.4,2,637,"11,886",> 100%
Region,Region 4,All,2017-18,24,6,5.6,5.3,5,616,"11,611",> 100%
Region,Region 4,All,2017-18,25,5.9,5.5,5.7,2,663,"11,696",> 100%
Region,Region 4,All,2017-18,26,5.8,5.4,5.5,1,624,"11,433",99.4%
Region,Region 4,All,2017-18,27,5.7,5.4,5.2,1,615,"11,919",> 100%
Region,Region 4,All,2017-18,28,5.6,5.3,5.2,2,603,"11,559",> 100%
Region,Region 4,All,2017-18,29,5.6,5.2,5.3,3,601,"11,433",99.4%
Region,Region 4,All,2017-18,30,5.5,5.2,5.2,4,591,"11,436",99.4%
Region,Region 4,All,2017-18,31,5.5,5.2,5.2,0,607,"11,629",> 100%
Region,Region 4,All,2017-18,32,5.5,5.1,5.1,4,593,"11,741",> 100%
Region,Region 4,All,2017-18,33,5.5,5.1,4.9,1,555,"11,393",99%
Region,Region 4,All,2017-18,34,5.5,5.1,5.1,5,578,"11,384",98.9%
Region,Region 4,All,2017-18,35,5.5,5.1,5.2,3,602,"11,540",> 100%
Region,Region 4,All,2017-18,36,5.5,5.2,5.4,3,609,"11,375",98.9%
Region,Region 4,All,2017-18,37,5.5,5.2,5.1,0,597,"11,710",> 100%
Region,Region 4,All,2017-18,38,5.6,5.2,5.4,2,627,"11,737",> 100%
Region,Region 4,All,2017-18,39,5.7,5.3,5.7,5,659,"11,632",> 100%
Region,Region 5,All,2017-18,40,5.8,5.3,5.7,2,520,"9,123",> 100%
Region,Region 5,All,2017-18,41,5.8,5.4,5.7,4,498,"8,830",97.4%
Region,Region 5,All,2017-18,42,5.9,5.5,5.5,2,499,"9,122",> 100%
Region,Region 5,All,2017-18,43,6,5.5,5.7,2,522,"9,270",> 100%
Region,Region 5,All,2017-18,44,6.1,5.6,5.6,9,522,"9,474",> 100%
Region,Region 5,All,2017-18,45,6.2,5.7,5.6,5,523,"9,421",> 100%
Region,Region 5,All,2017-18,46,6.3,5.8,5.5,6,522,"9,534",> 100%
Region,Region 5,All,2017-18,47,6.4,6,5.3,4,503,"9,623",> 100%
Region,Region 5,All,2017-18,48,6.5,6.1,6.1,14,563,"9,488",> 100%
Region,Region 5,All,2017-18,49,6.6,6.2,6.1,10,590,"9,876",> 100%
Region,Region 5,All,2017-18,50,6.7,6.3,6.8,47,636,"10,100",> 100%
Region,Region 5,All,2017-18,51,6.8,6.4,6.7,65,624,"10,326",> 100%
Region,Region 5,All,2017-18,52,6.9,6.4,7.9,112,742,"10,751",> 100%
Region,Region 5,All,2017-18,1,7,6.5,8.8,214,808,"11,641",> 100%
Region,Region 5,All,2017-18,2,7,6.6,10.1,295,895,"11,796",> 100%
Region,Region 5,All,2017-18,3,7.1,6.6,10.2,296,875,"11,442",> 100%
Region,Region 5,All,2017-18,4,7.2,6.7,9.8,287,791,"11,038",> 100%
Region,Region 5,All,2017-18,5,7.2,6.7,9.3,243,722,"10,388",> 100%
Region,Region 5,All,2017-18,6,7.2,6.8,8.9,213,737,"10,693",> 100%
Region,Region 5,All,2017-18,7,7.2,6.8,8.8,197,707,"10,259",> 100%
Region,Region 5,All,2017-18,8,7.2,6.8,8.3,179,682,"10,312",> 100%
Region,Region 5,All,2017-18,9,7.2,6.8,8.1,131,673,"9,890",> 100%
Region,Region 5,All,2017-18,10,7.2,6.7,7.2,85,622,"9,772",> 100%
Region,Region 5,All,2017-18,11,7.2,6.7,7.1,88,601,"9,674",> 100%
Region,Region 5,All,2017-18,12,7.1,6.7,7,62,627,"9,854",> 100%
Region,Region 5,All,2017-18,13,7.1,6.6,7.2,59,636,"9,668",> 100%
Region,Region 5,All,2017-18,14,7,6.5,7,87,606,"9,900",> 100%
Region,Region 5,All,2017-18,15,6.9,6.5,6.9,49,632,"9,834",> 100%
Region,Region 5,All,2017-18,16,6.8,6.4,6.6,37,597,"9,633",> 100%
Region,Region 5,All,2017-18,17,6.7,6.3,6.3,29,566,"9,517",> 100%
Region,Region 5,All,2017-18,18,6.6,6.2,5.6,26,524,"9,766",> 100%
Region,Region 5,All,2017-18,19,6.5,6.1,5.6,14,505,"9,232",> 100%
Region,Region 5,All,2017-18,20,6.4,6,5.8,11,501,"8,791",97%
Region,Region 5,All,2017-18,21,6.3,5.9,5.2,5,456,"8,838",97.5%
Region,Region 5,All,2017-18,22,6.2,5.7,5.1,3,443,"8,777",96.9%
Region,Region 5,All,2017-18,23,6.1,5.6,4.9,2,431,"8,794",97%
Region,Region 5,All,2017-18,24,6,5.5,5.3,0,467,"8,847",97.6%
Region,Region 5,All,2017-18,25,5.9,5.4,4.9,2,432,"8,855",97.7%
Region,Region 5,All,2017-18,26,5.8,5.3,5.2,1,467,"8,953",98.8%
Region,Region 5,All,2017-18,27,5.7,5.3,4.9,1,441,"8,970",99%
Region,Region 5,All,2017-18,28,5.6,5.2,5.3,0,471,"8,963",98.9%
Region,Region 5,All,2017-18,29,5.6,5.1,5,2,442,"8,878",98%
Region,Region 5,All,2017-18,30,5.5,5.1,5.5,0,484,"8,746",96.5%
Region,Region 5,All,2017-18,31,5.5,5,4.9,1,434,"8,851",97.7%
Region,Region 5,All,2017-18,32,5.4,5,4.9,1,434,"8,946",98.7%
Region,Region 5,All,2017-18,33,5.4,5,5.1,0,433,"8,559",94.4%
Region,Region 5,All,2017-18,34,5.4,5,5.2,2,450,"8,763",96.7%
Region,Region 5,All,2017-18,35,5.4,5,4.9,0,439,"8,955",98.8%
Region,Region 5,All,2017-18,36,5.4,5,5.4,1,480,"8,907",98.3%
Region,Region 5,All,2017-18,37,5.4,5,4.8,0,437,"9,073",> 100%
Region,Region 5,All,2017-18,38,5.5,5,5.2,1,467,"9,052",99.9%
Region,Region 5,All,2017-18,39,5.5,5.1,5.2,3,466,"9,037",99.7%
Region,Region 6,All,2017-18,40,6.6,6.1,6,3,373,"6,279",> 100%
Region,Region 6,All,2017-18,41,6.7,6.2,6.2,4,379,"6,219",> 100%
Region,Region 6,All,2017-18,42,6.8,6.3,6.2,4,392,"6,346",> 100%
Region,Region 6,All,2017-18,43,6.9,6.4,6.3,3,402,"6,382",> 100%
Region,Region 6,All,2017-18,44,7,6.5,6.2,3,406,"6,594",> 100%
Region,Region 6,All,2017-18,45,7.1,6.6,5.9,6,377,"6,443",> 100%
Region,Region 6,All,2017-18,46,7.3,6.7,7.1,12,442,"6,407",> 100%
Region,Region 6,All,2017-18,47,7.4,6.9,6.9,15,432,"6,466",> 100%
Region,Region 6,All,2017-18,48,7.5,7,6.8,19,436,"6,724",> 100%
Region,Region 6,All,2017-18,49,7.6,7.1,7.6,29,486,"6,739",> 100%
Region,Region 6,All,2017-18,50,7.7,7.2,7.4,34,476,"6,914",> 100%
Region,Region 6,All,2017-18,51,7.8,7.3,8.4,63,571,"7,513",> 100%
Region,Region 6,All,2017-18,52,7.9,7.4,9,111,561,"7,443",> 100%
Region,Region 6,All,2017-18,1,8,7.5,10.6,166,713,"8,270",> 100%
Region,Region 6,All,2017-18,2,8.1,7.5,12.4,238,791,"8,294",> 100%
Region,Region 6,All,2017-18,3,8.1,7.6,11.8,221,751,"8,268",> 100%
Region,Region 6,All,2017-18,4,8.2,7.6,11.9,197,721,"7,734",> 100%
Region,Region 6,All,2017-18,5,8.2,7.7,10.6,183,616,"7,540",> 100%
Region,Region 6,All,2017-18,6,8.2,7.7,10.4,152,620,"7,402",> 100%
Region,Region 6,All,2017-18,7,8.2,7.7,10.7,143,647,"7,365",> 100%
Region,Region 6,All,2017-18,8,8.2,7.7,10.2,97,604,"6,868",> 100%
Region,Region 6,All,2017-18,9,8.2,7.7,9.2,85,539,"6,756",> 100%
Region,Region 6,All,2017-18,10,8.1,7.6,8.8,58,544,"6,839",> 100%
Region,Region 6,All,2017-18,11,8.1,7.6,7,28,425,"6,513",> 100%
Region,Region 6,All,2017-18,12,8,7.5,7.6,21,463,"6,409",> 100%
Region,Region 6,All,2017-18,13,7.9,7.4,7.5,18,448,"6,230",> 100%
Region,Region 6,All,2017-18,14,7.8,7.3,7.1,10,443,"6,345",> 100%
Region,Region 6,All,2017-18,15,7.7,7.2,6.6,4,424,"6,477",> 100%
Region,Region 6,All,2017-18,16,7.6,7.1,5.8,8,360,"6,293",> 100%
Region,Region 6,All,2017-18,17,7.5,7,6.4,4,403,"6,327",> 100%
Region,Region 6,All,2017-18,18,7.4,6.8,6.6,8,414,"6,403",> 100%
Region,Region 6,All,2017-18,19,7.2,6.7,6.2,2,390,"6,317",> 100%
Region,Region 6,All,2017-18,20,7.1,6.6,6,2,373,"6,259",> 100%
Region,Region 6,All,2017-18,21,7,6.5,5.9,1,360,"6,137",99.9%
Region,Region 6,All,2017-18,22,6.8,6.3,6.1,0,378,"6,176",> 100%
Region,Region 6,All,2017-18,23,6.7,6.2,5.9,3,367,"6,266",> 100%
Region,Region 6,All,2017-18,24,6.6,6.1,5.9,2,365,"6,187",> 100%
Region,Region 6,All,2017-18,25,6.5,6,5.9,0,353,"6,016",97.9%
Region,Region 6,All,2017-18,26,6.4,5.9,6.4,3,391,"6,138",99.9%
Region,Region 6,All,2017-18,27,6.3,5.8,5.7,2,335,"5,890",95.9%
Region,Region 6,All,2017-18,28,6.2,5.7,5.8,0,354,"6,114",99.5%
Region,Region 6,All,2017-18,29,6.1,5.6,5.8,0,354,"6,119",99.6%
Region,Region 6,All,2017-18,30,6.1,5.6,5.4,1,325,"6,085",99%
Region,Region 6,All,2017-18,31,6,5.5,5.1,2,309,"6,071",98.8%
Region,Region 6,All,2017-18,32,6,5.5,5.5,4,331,"6,085",99%
Region,Region 6,All,2017-18,33,6,5.5,5.3,0,328,"6,184",> 100%
Region,Region 6,All,2017-18,34,6,5.5,6,0,376,"6,231",> 100%
Region,Region 6,All,2017-18,35,6,5.5,5.5,0,330,"5,979",97.3%
Region,Region 6,All,2017-18,36,6,5.5,5.5,1,331,"5,983",97.4%
Region,Region 6,All,2017-18,37,6,5.5,6.2,4,376,"6,110",99.4%
Region,Region 6,All,2017-18,38,6.1,5.6,5.7,3,349,"6,208",> 100%
Region,Region 6,All,2017-18,39,6.2,5.7,5.3,2,313,"5,991",97.5%
Region,Region 7,All,2017-18,40,6.3,5.5,6.6,1,164,"2,492",99%
Region,Region 7,All,2017-18,41,6.4,5.6,6.4,0,156,"2,424",96.3%
Region,Region 7,All,2017-18,42,6.5,5.7,6.2,0,159,"2,582",> 100%
Region,Region 7,All,2017-18,43,6.6,5.9,7.4,2,188,"2,559",> 100%
Region,Region 7,All,2017-18,44,6.7,6,6.1,3,161,"2,681",> 100%
Region,Region 7,All,2017-18,45,6.9,6.1,5.6,4,146,"2,655",> 100%
Region,Region 7,All,2017-18,46,7,6.2,6,4,149,"2,555",> 100%
Region,Region 7,All,2017-18,47,7.1,6.4,5.4,1,142,"2,653",> 100%
Region,Region 7,All,2017-18,48,7.3,6.5,7.4,0,196,"2,631",> 100%
Region,Region 7,All,2017-18,49,7.4,6.6,6.1,7,156,"2,691",> 100%
Region,Region 7,All,2017-18,50,7.5,6.7,6.2,8,165,"2,776",> 100%
Region,Region 7,All,2017-18,51,7.6,6.9,7.4,28,180,"2,814",> 100%
Region,Region 7,All,2017-18,52,7.7,7,8.7,46,209,"2,940",> 100%
Region,Region 7,All,2017-18,1,7.8,7.1,9.8,75,241,"3,214",> 100%
Region,Region 7,All,2017-18,2,7.9,7.1,12.3,113,285,"3,237",> 100%
Region,Region 7,All,2017-18,3,8,7.2,12.1,132,264,"3,269",> 100%
Region,Region 7,All,2017-18,4,8,7.3,12.4,128,256,"3,085",> 100%
Region,Region 7,All,2017-18,5,8.1,7.3,11.9,98,248,"2,912",> 100%
Region,Region 7,All,2017-18,6,8.1,7.3,10.8,86,234,"2,957",> 100%
Region,Region 7,All,2017-18,7,8.1,7.3,10.6,94,229,"3,047",> 100%
Region,Region 7,All,2017-18,8,8.1,7.3,10.1,69,228,"2,943",> 100%
Region,Region 7,All,2017-18,9,8.1,7.3,10.7,67,229,"2,777",> 100%
Region,Region 7,All,2017-18,10,8,7.3,9.1,48,204,"2,770",> 100%
Region,Region 7,All,2017-18,11,8,7.2,9.6,36,231,"2,789",> 100%
Region,Region 7,All,2017-18,12,7.9,7.1,8.7,26,214,"2,748",> 100%
Region,Region 7,All,2017-18,13,7.8,7.1,7.7,24,185,"2,727",> 100%
Region,Region 7,All,2017-18,14,7.7,7,7.5,15,188,"2,702",> 100%
Region,Region 7,All,2017-18,15,7.6,6.9,6.6,6,173,"2,700",> 100%
Region,Region 7,All,2017-18,16,7.5,6.8,7,5,182,"2,662",> 100%
Region,Region 7,All,2017-18,17,7.4,6.6,6.4,7,158,"2,592",> 100%
Region,Region 7,All,2017-18,18,7.3,6.5,4.9,6,122,"2,589",> 100%
Region,Region 7,All,2017-18,19,7.1,6.4,5.8,3,144,"2,518",> 100%
Region,Region 7,All,2017-18,20,7,6.2,5.1,2,122,"2,452",97.4%
Region,Region 7,All,2017-18,21,6.9,6.1,5.5,0,135,"2,468",98%
Region,Region 7,All,2017-18,22,6.7,6,5.9,1,141,"2,421",96.2%
Region,Region 7,All,2017-18,23,6.6,5.8,6.5,1,165,"2,567",> 100%
Region,Region 7,All,2017-18,24,6.5,5.7,5.1,2,126,"2,518",> 100%
Region,Region 7,All,2017-18,25,6.4,5.6,5.3,0,130,"2,433",96.6%
Region,Region 7,All,2017-18,26,6.3,5.5,5.7,0,144,"2,507",99.6%
Region,Region 7,All,2017-18,27,6.2,5.4,5.5,1,133,"2,452",97.4%
Region,Region 7,All,2017-18,28,6.1,5.3,5.2,1,122,"2,344",93.1%
Region,Region 7,All,2017-18,29,6,5.2,5.6,0,136,"2,409",95.7%
Region,Region 7,All,2017-18,30,5.9,5.2,4.6,2,110,"2,443",97%
Region,Region 7,All,2017-18,31,5.9,5.1,4.8,0,113,"2,346",93.2%
Region,Region 7,All,2017-18,32,5.9,5.1,5.4,0,137,"2,522",> 100%
Region,Region 7,All,2017-18,33,5.9,5.1,4.9,0,118,"2,425",96.3%
Region,Region 7,All,2017-18,34,5.9,5.1,5.5,0,135,"2,474",98.3%
Region,Region 7,All,2017-18,35,5.9,5.1,4.7,0,115,"2,449",97.3%
Region,Region 7,All,2017-18,36,5.9,5.2,6.3,0,154,"2,436",96.8%
Region,Region 7,All,2017-18,37,6,5.2,5.9,1,146,"2,508",99.6%
Region,Region 7,All,2017-18,38,6,5.3,5.3,1,132,"2,487",98.8%
Region,Region 7,All,2017-18,39,6.1,5.3,6.7,0,167,"2,509",99.6%
Region,Region 8,All,2017-18,40,6,5.3,7.1,0,119,"1,686",> 100%
Region,Region 8,All,2017-18,41,6.2,5.4,5.3,0,88,"1,651",> 100%
Region,Region 8,All,2017-18,42,6.3,5.6,6.5,1,104,"1,614",> 100%
Region,Region 8,All,2017-18,43,6.5,5.7,5.5,1,91,"1,662",> 100%
Region,Region 8,All,2017-18,44,6.6,5.9,6.1,3,98,"1,665",> 100%
Region,Region 8,All,2017-18,45,6.8,6.1,7.6,7,119,"1,656",> 100%
Region,Region 8,All,2017-18,46,7,6.2,7.1,3,113,"1,634",> 100%
Region,Region 8,All,2017-18,47,7.1,6.4,5.1,3,81,"1,655",> 100%
Region,Region 8,All,2017-18,48,7.3,6.6,6,10,90,"1,674",> 100%
Region,Region 8,All,2017-18,49,7.4,6.7,7.4,11,109,"1,620",> 100%
Region,Region 8,All,2017-18,50,7.6,6.9,7.1,9,107,"1,645",> 100%
Region,Region 8,All,2017-18,51,7.7,7,8.2,15,123,"1,689",> 100%
Region,Region 8,All,2017-18,52,7.9,7.1,7.5,28,101,"1,719",> 100%
Region,Region 8,All,2017-18,1,8,7.3,10.4,33,163,"1,893",> 100%
Region,Region 8,All,2017-18,2,8.1,7.4,10.6,49,146,"1,838",> 100%
Region,Region 8,All,2017-18,3,8.2,7.4,9.5,53,118,"1,795",> 100%
Region,Region 8,All,2017-18,4,8.2,7.5,10.6,35,165,"1,885",> 100%
Region,Region 8,All,2017-18,5,8.3,7.5,9.9,33,144,"1,788",> 100%
Region,Region 8,All,2017-18,6,8.3,7.6,9.4,38,128,"1,773",> 100%
Region,Region 8,All,2017-18,7,8.3,7.6,9.4,40,127,"1,778",> 100%
Region,Region 8,All,2017-18,8,8.3,7.6,8.6,24,125,"1,728",> 100%
Region,Region 8,All,2017-18,9,8.2,7.5,7.6,20,111,"1,727",> 100%
Region,Region 8,All,2017-18,10,8.2,7.5,9.1,21,146,"1,829",> 100%
Region,Region 8,All,2017-18,11,8.1,7.4,9.1,20,136,"1,717",> 100%
Region,Region 8,All,2017-18,12,8,7.3,7.7,20,112,"1,720",> 100%
Region,Region 8,All,2017-18,13,7.9,7.2,8,17,108,"1,564",> 100%
Region,Region 8,All,2017-18,14,7.8,7.1,7.7,14,117,"1,694",> 100%
Region,Region 8,All,2017-18,15,7.6,6.9,6.1,7,95,"1,677",> 100%
Region,Region 8,All,2017-18,16,7.5,6.8,6.6,5,106,"1,686",> 100%
Region,Region 8,All,2017-18,17,7.3,6.6,6.5,3,108,"1,695",> 100%
Region,Region 8,All,2017-18,18,7.2,6.5,5.9,3,90,"1,569",> 100%
Region,Region 8,All,2017-18,19,7,6.3,5,0,83,"1,645",> 100%
Region,Region 8,All,2017-18,20,6.8,6.1,5.3,2,80,"1,544",98.8%
Region,Region 8,All,2017-18,21,6.7,6,4.8,2,75,"1,593",> 100%
Region,Region 8,All,2017-18,22,6.5,5.8,5.2,0,81,"1,556",99.5%
Region,Region 8,All,2017-18,23,6.3,5.6,4.8,1,75,"1,600",> 100%
Region,Region 8,All,2017-18,24,6.2,5.5,6.1,0,96,"1,569",> 100%
Region,Region 8,All,2017-18,25,6,5.3,6.7,0,103,"1,533",98.1%
Region,Region 8,All,2017-18,26,5.9,5.2,6.1,0,92,"1,500",95.9%
Region,Region 8,All,2017-18,27,5.8,5.1,5.5,3,85,"1,594",> 100%
Region,Region 8,All,2017-18,28,5.7,5,4.7,0,74,"1,567",> 100%
Region,Region 8,All,2017-18,29,5.6,4.9,4.7,0,73,"1,545",98.8%
Region,Region 8,All,2017-18,30,5.5,4.8,5.3,0,82,"1,547",99%
Region,Region 8,All,2017-18,31,5.5,4.8,4.4,0,72,"1,622",> 100%
Region,Region 8,All,2017-18,32,5.4,4.7,4.1,0,64,"1,567",> 100%
Region,Region 8,All,2017-18,33,5.4,4.7,4.9,1,77,"1,596",> 100%
Region,Region 8,All,2017-18,34,5.4,4.7,4.3,1,65,"1,537",98.3%
Region,Region 8,All,2017-18,35,5.4,4.7,5.5,0,85,"1,533",98.1%
Region,Region 8,All,2017-18,36,5.5,4.8,4.8,0,75,"1,553",99.3%
Region,Region 8,All,2017-18,37,5.6,4.9,4.7,0,75,"1,611",> 100%
Region,Region 8,All,2017-18,38,5.6,4.9,5.8,0,94,"1,610",> 100%
Region,Region 8,All,2017-18,39,5.7,5,5.2,1,78,"1,523",97.4%
Region,Region 9,All,2017-18,40,6.9,6.3,6.3,2,411,"6,531",99%
Region,Region 9,All,2017-18,41,7,6.4,6,3,395,"6,595",99.9%
Region,Region 9,All,2017-18,42,7.1,6.6,6.5,7,424,"6,648",> 100%
Region,Region 9,All,2017-18,43,7.2,6.7,6.8,7,446,"6,621",> 100%
Region,Region 9,All,2017-18,44,7.4,6.8,6.5,4,429,"6,674",> 100%
Region,Region 9,All,2017-18,45,7.5,7,6.5,9,419,"6,546",99.2%
Region,Region 9,All,2017-18,46,7.7,7.1,7.3,9,473,"6,597",100%
Region,Region 9,All,2017-18,47,7.8,7.3,6.8,8,454,"6,842",> 100%
Region,Region 9,All,2017-18,48,7.9,7.4,7.4,13,492,"6,817",> 100%
Region,Region 9,All,2017-18,49,8.1,7.5,7.4,21,501,"7,024",> 100%
Region,Region 9,All,2017-18,50,8.2,7.7,7.5,15,535,"7,328",> 100%
Region,Region 9,All,2017-18,51,8.3,7.8,8.6,72,600,"7,841",> 100%
Region,Region 9,All,2017-18,52,8.5,7.9,10.5,180,738,"8,708",> 100%
Region,Region 9,All,2017-18,1,8.6,8,13.1,340,882,"9,355",> 100%
Region,Region 9,All,2017-18,2,8.7,8.1,13.9,345,925,"9,151",> 100%
Region,Region 9,All,2017-18,3,8.7,8.2,13,270,822,"8,419",> 100%
Region,Region 9,All,2017-18,4,8.8,8.3,11.7,150,772,"7,886",> 100%
Region,Region 9,All,2017-18,5,8.9,8.3,11,127,757,"8,026",> 100%
Region,Region 9,All,2017-18,6,8.9,8.3,10.2,95,673,"7,513",> 100%
Region,Region 9,All,2017-18,7,8.9,8.4,9.2,67,620,"7,484",> 100%
Region,Region 9,All,2017-18,8,8.9,8.4,9.6,67,652,"7,492",> 100%
Region,Region 9,All,2017-18,9,8.9,8.3,8.9,51,632,"7,665",> 100%
Region,Region 9,All,2017-18,10,8.8,8.3,9.4,56,684,"7,894",> 100%
Region,Region 9,All,2017-18,11,8.8,8.2,8.8,71,602,"7,605",> 100%
Region,Region 9,All,2017-18,12,8.7,8.2,8.7,51,590,"7,370",> 100%
Region,Region 9,All,2017-18,13,8.6,8.1,8.8,28,609,"7,243",> 100%
Region,Region 9,All,2017-18,14,8.5,8,8.7,33,590,"7,186",> 100%
Region,Region 9,All,2017-18,15,8.4,7.9,7.4,25,489,"6,938",> 100%
Region,Region 9,All,2017-18,16,8.3,7.7,7.4,13,489,"6,741",> 100%
Region,Region 9,All,2017-18,17,8.1,7.6,7.4,13,501,"6,913",> 100%
Region,Region 9,All,2017-18,18,8,7.5,6.9,6,458,"6,765",> 100%
Region,Region 9,All,2017-18,19,7.9,7.3,7.2,6,477,"6,715",> 100%
Region,Region 9,All,2017-18,20,7.7,7.2,6.7,1,424,"6,332",95.9%
Region,Region 9,All,2017-18,21,7.6,7,6.8,3,439,"6,535",99%
Region,Region 9,All,2017-18,22,7.4,6.9,6.3,7,413,"6,631",> 100%
Region,Region 9,All,2017-18,23,7.3,6.7,6.4,0,436,"6,790",> 100%
Region,Region 9,All,2017-18,24,7.1,6.6,6.7,3,439,"6,640",> 100%
Region,Region 9,All,2017-18,25,7,6.5,6.1,0,403,"6,626",> 100%
Region,Region 9,All,2017-18,26,6.9,6.3,6.3,0,415,"6,550",99.2%
